date,forward,nabil,market
1/23/2023,0.314300681,1.984408221,-0.629242568
1/24/2023,-0.600522193,-1.042390549,0.376426031
1/25/2023,2.915681639,0.280898876,0.477165535
1/26/2023,0.306278714,-0.574229692,-0.018776161
1/29/2023,-2.442748092,-0.683194816,-0.672404395
1/30/2023,-0.991131977,-1.106304517,-1.898059976
1/31/2023,-1.606954689,-0.466116888,-0.737530378
2/1/2023,0.058902276,-0.504322767,0.23535763
2/2/2023,0.262228406,-0.101375815,-1.044575154
2/5/2023,-1.254336803,-0.260945202,0.073524497
2/6/2023,-0.078378378,-0.944767442,0.220411435
2/7/2023,1.05217603,0.462215701,3.648307707
2/8/2023,1.87366167,1.562842328,-0.328841614
2/9/2023,-0.977404099,-1.200834112,0.573685132
2/12/2023,-2.143918489,-0.291120815,-2.784255692
2/14/2023,-1.271691974,-0.948905109,-0.772906789
2/15/2023,0.186756749,0.117907148,-0.660188272
2/16/2023,-0.899147455,-1.001030473,-1.011206946
2/20/2023,-2.271029847,-1.026022305,-1.139870847
2/22/2023,-3.849419757,1.690204327,1.640113152
2/23/2023,-7.577274065,-0.716554628,-2.775454484
2/26/2023,-6.421200153,-1.636904762,0.224953526
2/27/2023,4.295439074,0.839636914,-0.18005219
2/28/2023,-1.801448992,-0.600105018,-0.178400229
3/1/2023,-1.326021934,-0.837672628,-1.209942919
3/2/2023,-3.842915362,-0.98934551,-1.326491238
3/5/2023,-2.486865149,-1.229823213,-1.562706321
3/7/2023,-0.862068966,-0.46692607,0.743454147
3/9/2023,1.413043478,0.852228303,2.562658118
3/12/2023,0.067881386,-0.14729824,-1.338692765
3/13/2023,-2.709843265,-2.236024845,-1.249057387
3/14/2023,-0.073394495,-0.174714104,0.094812962
3/15/2023,-2.864487697,-0.875099443,-0.739352606
3/16/2023,-0.533081285,-1.444622793,-0.273906181
3/19/2023,-2.73290509,0.16286645,-0.357418107
3/20/2023,-0.117233294,-0.796747967,1.176287375
3/22/2023,1.604068858,0.794951647,-0.80910798
3/23/2023,-1.116673084,-1.211480608,-0.938814146
3/26/2023,-3.309968847,-1.111111111,-1.401986278
3/27/2023,-6.480064438,-0.699126092,0.9378856
3/28/2023,4.129882434,1.793646802,0.651101784
3/29/2023,2.191894127,-0.45286126,0.052647766
3/30/2023,-0.254957507,0.297766749,-0.566316908
4/2/2023,0.267781069,-0.626752433,-1.048439915
4/3/2023,-1.226075345,-1.493775934,-0.882687776
4/4/2023,0.327734535,-0.49705139,-0.277795585
4/5/2023,-0.41241323,0.160866988,0.449461075
4/6/2023,0.168108574,0.422654269,-0.441583514
4/9/2023,-0.900532133,-1.675084175,-1.516506945
4/10/2023,-0.54109872,-0.265388237,0.301335886
4/11/2023,-0.498359566,0.927038627,1.48100346
4/12/2023,4.970992112,4.516074162,4.928045828
4/13/2023,3.009940358,2.026202295,-1.480991062
4/16/2023,-3.114988227,-0.861381401,-0.14422555
4/17/2023,-1.274900398,-0.241351569,-1.223287501
4/18/2023,-1.372074253,-1.290322581,-0.160897251
4/19/2023,1.022913257,0.547385621,0.794759
4/20/2023,0.409072499,0.755667506,-0.818698831
4/23/2023,-1.419870114,-0.911290323,-0.987187566
4/24/2023,-0.061377307,-1.114999593,0.144251167
4/25/2023,0.147396004,-0.658436214,0.919335706
4/26/2023,0.36794767,0.538525269,-0.717853994
4/27/2023,-1.270875764,-0.824062629,-0.118921776
4/30/2023,-0.981929202,-0.457000415,-1.010186533
5/2/2023,0.208333333,-0.409015025,-0.227727112
5/3/2023,0.415800416,0.159249015,-0.491320189
5/4/2023,-1.035196687,0,0.673045342
5/7/2023,0.707112971,-0.158995816,-1.022607542
5/8/2023,-1.113465453,-0.595088425,-0.914293125
5/9/2023,0.840300828,0.65767285,0.581886797
